algo_tag,algo,FND,HND,LND,func_life_pdr90,drop_p,total_p,pdr,drop_rate,timely_transfer_rate,energy_rate,energy_per_delivered,throughput_bits_per_round,avg_ch_per_round,avg_cluster_size,avg_hops_to_bs,malicious_delay,malicious_drop,blacklisted_malicious,blacklisted_normal,false_blacklist_events,control_overhead_bits,rounds_run,seed
SHEER-2025,SHEER-2025,1389,1402,8543,300,23135,94703,0.7557099563899771,0.24429004361002293,0.8936396154706013,0.8285586197963448,0.0006982209928497054,33509.53997424792,1.9324593234226852,3.1578287431090897,1.0,2718,14290,23,0,0,18942800,8543,42
ACTAR-2024,ACTAR-2024,854,995,5124,300,22170,91767,0.7584098859066984,0.24159011409330156,0.8914177335229967,0.8287062593222645,0.0007180288278661557,54330.21077283372,2.361241217798595,4.106685554665647,1.6507177033492824,1726,16993,15,0,0,18353400,5124,42
TFSM-DPC-2024,TFSM-DPC-2024,779,1215,6886,300,20821,87298,0.7614951087081033,0.23850489129189667,0.9090963791988207,0.8425476246186844,0.0007510815704345791,38615.742085390644,2.0621550972988674,3.8786484112841033,1.763677662951096,2026,14659,21,0,0,17470400,6886,42
DST-WOA-2024,DST-WOA-2024,819,1463,5820,300,22686,95584,0.7626590224305323,0.2373409775694677,0.9165683557847952,0.8520822290339549,0.0006855785239727999,50101.71821305842,2.011683848797251,5.750395189003438,1.3986391944909324,1390,13694,20,0,0,19120800,5820,42
TRAIL (ours),TRAIL (ours),867,1080,7823,1051,21385,96197,0.7776957701383619,0.22230422986163811,0.9357857028284232,0.8827163913640216,0.000667989100071042,38252.332864629934,1.9703438578550427,4.8103685185239575,1.179129016735283,2061,9311,30,0,0,19241000,7823,42
SHEER-2025,SHEER-2025,1456,1470,11692,307,21059,92140,0.7714456262209681,0.22855437377903187,0.908794192540904,0.8416948872775891,0.000703076893867616,24317.824153267193,1.6907287033869312,2.450710192561458,1.0,3576,12956,19,0,0,18428000,11692,43
ACTAR-2024,ACTAR-2024,880,1023,6472,300,21022,91242,0.769601718506828,0.23039828149317199,0.8955140985474224,0.839177741523742,0.0007116811674331367,43399.258343634116,2.0891532756489495,3.36608296121198,1.6437197379663913,2195,16025,15,0,0,18248400,6472,43
TFSM-DPC-2024,TFSM-DPC-2024,709,1246,5628,300,20654,86665,0.7616800323083136,0.2383199676916864,0.9101058914423353,0.8417396635427677,0.0007553691952876514,46916.133617626154,2.3884150675195452,4.146680822780237,1.7948675220796535,1764,15015,21,0,0,17337400,5628,43
DST-WOA-2024,DST-WOA-2024,862,1592,6819,300,21420,94655,0.7737045058369869,0.2262954941630131,0.9206936574042466,0.8615805073990145,0.000682326708641734,42959.37820794838,1.8367795864496261,5.296634403871531,1.3904826927015772,1724,12821,24,0,0,18937000,6819,43
TRAIL (ours),TRAIL (ours),938,1073,9405,1067,19937,94556,0.7891514023435847,0.21084859765641528,0.9426285530494914,0.8910034302216593,0.0006697637642819381,31735.885167464116,1.8145667198298778,3.95034674891533,1.2329969578793605,2496,8554,30,0,0,18913800,9405,43
SHEER-2025,SHEER-2025,1368,1386,9624,300,22673,93196,0.7567170264818233,0.24328297351817674,0.9047828368050139,0.8268970256787329,0.0007086626926937163,29311.30507065669,1.8374896093100581,2.7721790513794873,1.0,2981,14303,20,0,0,18639200,9624,44
ACTAR-2024,ACTAR-2024,846,1024,6837,300,20800,89961,0.7687886973243961,0.23121130267560386,0.9139833142956291,0.8377487062173352,0.0007226038884045226,40462.776071376335,2.0229632879918094,3.1292691430909954,1.6507280114515406,2158,16576,14,0,0,17992200,6837,44
TFSM-DPC-2024,TFSM-DPC-2024,709,1174,6054,300,19922,87380,0.7720073243305104,0.22799267566948955,0.9166592546473361,0.8549701774540983,0.0007404451045033174,44570.86223984143,2.1833498513379586,4.337645526392028,1.7560556197930564,1726,13575,22,0,0,17477200,6054,44
DST-WOA-2024,DST-WOA-2024,767,1741,6659,300,22184,94925,0.7662997102976034,0.23370028970239665,0.9218597489723814,0.8510545404565718,0.0006870772666535837,43694.8490764379,1.855533863943535,5.099541973269268,1.399293383373888,1629,14435,18,0,0,18988400,6659,44
TRAIL (ours),TRAIL (ours),893,1041,8540,1028,20514,94855,0.783733066259027,0.21626693374097306,0.9391587414750945,0.885384540698482,0.0006720980712280406,34820.14051522248,1.870608899297424,4.379705896751767,1.2270483313380234,2287,8904,30,0,0,18973200,8540,44
SHEER-2025,SHEER-2025,1380,1399,11566,300,22056,93819,0.7649090269561603,0.23509097304383975,0.9082535568468431,0.8394540208708259,0.0006964062179969133,24818.606259726785,1.652775376102369,2.768992860848299,1.0,3498,13308,22,0,0,18763800,11566,45
ACTAR-2024,ACTAR-2024,864,1007,10827,300,21517,90634,0.7625946112937749,0.23740538870622507,0.8975649984808368,0.8332404861414933,0.000723009789576123,25535.051260737047,1.6330470120993812,2.4137439323501946,1.6386272552338788,3429,16700,14,0,0,18126800,10827,45
TFSM-DPC-2024,TFSM-DPC-2024,706,1228,8920,300,20552,87204,0.764322737489106,0.23567726251089405,0.9123957270599532,0.848114655471612,0.0007478541943973311,29888.789237668163,1.7800448430493274,3.4120644324150167,1.7917241793194503,2681,14520,27,0,0,17445400,8920,45
DST-WOA-2024,DST-WOA-2024,744,1488,9685,348,20342,94142,0.7839221601410635,0.21607783985893647,0.9311111111111111,0.8753982594349163,0.000677233870194522,30480.123902942694,1.5561177077955601,4.089402856651177,1.419390243902439,2465,13214,24,0,0,18836400,9685,45
TRAIL (ours),TRAIL (ours),907,1000,9799,983,20353,94416,0.7844327232672429,0.2155672767327571,0.9426839312477215,0.886645186549046,0.0006747366581255184,30232.88090621492,1.7331360342892133,3.8728097058003184,1.2159377826985134,2643,8911,30,0,0,18883200,9799,45
SHEER-2025,SHEER-2025,1362,1377,7795,336,21653,92559,0.7660627275575579,0.2339372724424421,0.9007982399232787,0.8381971410784699,0.0007047959489312849,36385.37524053881,2.018345093008339,3.2317906777849035,1.0,2398,13268,20,0,0,18511800,7795,46
ACTAR-2024,ACTAR-2024,859,1022,6878,300,21043,89760,0.765563725490196,0.23443627450980398,0.9019893185092481,0.8338193739441638,0.0007271970491671666,39963.36144227973,1.9825530677522536,3.279617672802465,1.6296695140940378,2260,15780,14,0,0,17955400,6878,46
TFSM-DPC-2024,TFSM-DPC-2024,561,1187,6358,300,20160,85541,0.7643235407582329,0.23567645924176706,0.9081537449717808,0.8416270312074867,0.0007623965799475127,41133.06071091538,2.132431582258572,3.976838773010918,1.7919579082608097,1964,14635,23,0,0,17112200,6358,46
DST-WOA-2024,DST-WOA-2024,787,1430,8132,300,20501,92915,0.7793574772641662,0.22064252273583385,0.9256497362388488,0.8664718486824845,0.0006901089714588586,35619.28184948352,1.689621249385145,4.274938514510576,1.4467506283315381,2049,13353,22,0,0,18585600,8132,46
