round,alive,chs,cum_delivered,cum_drop,cum_malicious_delay,cum_malicious_drop,cum_timely_rate
1,100,4,44,2,0,0,1.0
2,100,12,106,4,0,0,1.0
3,100,11,182,10,0,0,1.0
4,100,4,240,14,0,0,1.0
5,100,8,310,18,0,0,1.0
6,100,8,351,31,0,13,1.0
7,100,7,417,54,0,34,1.0
8,100,5,486,60,0,34,1.0
9,100,4,539,80,0,52,1.0
10,100,4,583,80,0,52,1.0
11,100,4,639,80,0,52,1.0
12,100,4,680,86,0,52,1.0
13,100,3,708,88,0,52,1.0
14,100,3,728,88,0,52,1.0
15,100,3,768,90,1,52,0.9921875
16,100,6,824,118,1,76,0.9927184466019418
17,100,3,888,118,1,76,0.9932432432432432
18,100,5,957,120,1,76,0.9937304075235109
19,100,2,994,120,1,76,0.993963782696177
20,100,8,1066,129,1,83,0.9943714821763602
21,100,3,1120,135,1,83,0.9946428571428572
22,100,5,1180,137,1,83,0.9949152542372881
23,100,2,1225,141,1,83,0.9951020408163266
24,100,7,1303,149,1,89,0.9953952417498081
25,100,2,1340,149,1,89,0.9955223880597015
26,100,3,1383,149,1,89,0.9956616052060737
27,100,4,1451,149,1,89,0.9958649207443143
28,100,7,1518,151,1,89,0.9960474308300395
29,100,5,1572,153,1,89,0.9961832061068703
30,100,5,1645,157,1,89,0.9963525835866262
31,100,2,1677,159,1,89,0.9964221824686941
32,100,8,1751,163,2,89,0.9948600799543118
33,100,5,1823,167,2,89,0.9950630828304992
34,100,3,1887,169,2,89,0.9952305246422893
35,100,6,1949,175,2,89,0.995382247306311
36,100,2,1993,175,2,89,0.9954841946813848
37,100,2,2032,175,3,89,0.9867125984251969
38,100,5,2106,177,3,89,0.9871794871794872
39,100,4,2141,190,3,96,0.9873890705277908
40,100,2,2183,194,3,96,0.9876316994961063
41,100,7,2253,202,3,96,0.9880159786950732
42,100,5,2307,204,3,96,0.988296488946684
43,100,3,2329,218,3,110,0.9884070416487764
44,100,7,2405,222,4,110,0.9821205821205822
45,100,2,2421,222,4,110,0.9822387443205287
46,100,5,2480,224,4,110,0.9826612903225806
47,100,7,2550,226,5,110,0.9788235294117648
48,100,2,2564,242,5,126,0.9789391575663027
