algo,seed,auc_raw,auc_norm
ACTAR-2024,42,0.2998182483044787,0.7495456207611967
DST-WOA-2024,42,0.3017815481444589,0.7544538703611472
SHEER-2025,42,0.300285034588665,0.7507125864716625
TFSM-DPC-2024,42,0.3008091148327528,0.752022787081882
TRAIL (ours),42,0.309638244425552,0.7740956110638799
