algo_tag,algo,FND,HND,LND,func_life_pdr90,drop_p,total_p,pdr,drop_rate,timely_transfer_rate,energy_rate,energy_per_delivered,throughput_bits_per_round,avg_ch_per_round,avg_cluster_size,avg_hops_to_bs,malicious_delay,malicious_drop,blacklisted_malicious,blacklisted_normal,false_blacklist_events,control_overhead_bits,rounds_run,seed
SHEER-2025,SHEER-2025,1394,1408,10677,300,29518,95681,0.6914956992506349,0.3085043007493651,0.8664661517766727,0.7825202184181791,0.0007553818285208797,24787.11248478037,1.718928537978833,2.9726498213783983,1.0,3461,18000,25,0,0,19136200,10677,42
ACTAR-2024,ACTAR-2024,864,1023,5890,300,28462,93721,0.6963113923240256,0.3036886076759744,0.8501202899216966,0.7812546927277343,0.0007658583854129383,44318.50594227504,2.1151103565365026,4.130271518238412,1.6377357912318606,2149,21837,18,0,0,18744200,5890,42
TFSM-DPC-2024,TFSM-DPC-2024,776,1200,6186,300,27747,89105,0.6886033331462881,0.3113966668537119,0.8727957234590437,0.785756407468862,0.0008021726218094377,39675.39605560944,2.1125121241513094,4.777050484396763,1.7431467779262688,1955,19491,25,0,0,17822600,6186,42
DST-WOA-2024,DST-WOA-2024,901,1643,7010,300,28723,98311,0.7078353388735746,0.29216466112642536,0.8837586940277059,0.8170307336127769,0.0007181851919913702,39707.84593437946,1.7801711840228245,5.695882073228713,1.4013910444329483,1940,17352,31,0,0,19664600,7010,42
TRAIL (ours),TRAIL (ours),902,1079,7914,995,29100,100363,0.710052509390911,0.289947490609089,0.9091253525672509,0.8332642262772565,0.0007011428137612842,36018.70103613849,1.8102097548647966,5.934378286946053,1.1819317177216788,2012,13540,40,0,0,20075000,7914,42
SHEER-2025,SHEER-2025,1399,1411,8772,300,29965,96735,0.6902362123326614,0.3097637876673386,0.8743297888273177,0.7866459591604031,0.0007483766173722503,30446.8764249886,1.8041495668034655,4.065355677154583,1.0,2715,17729,31,0,0,19347000,8772,43
ACTAR-2024,ACTAR-2024,886,1028,8114,300,28204,93339,0.6978326315902249,0.3021673684097751,0.8656022107929684,0.7869459837860744,0.000767247159333849,32109.933448360858,1.7912250431353216,3.412804054666888,1.6371843095110157,2721,21105,22,0,0,18671000,8114,43
TFSM-DPC-2024,TFSM-DPC-2024,854,1264,6952,300,27334,90146,0.6967807778492667,0.30321922215073327,0.8694994587021588,0.7930315989474722,0.0007956320788768602,36140.391254315306,2.001150747986191,4.412230022606535,1.735512322486149,2277,19164,30,0,0,18033600,6952,43
DST-WOA-2024,DST-WOA-2024,824,1567,7146,300,29497,97349,0.696997401103247,0.30300259889675296,0.8807404350645522,0.7997096318357755,0.000736498598972461,37980.40862020711,1.7836551917156451,5.453766675995891,1.3998408300418559,1872,18528,29,0,0,19471200,7146,43
TRAIL (ours),TRAIL (ours),901,1046,8940,989,28639,99575,0.712387647501883,0.287612352498117,0.9114412991992782,0.8382233135893471,0.0007043814190905727,31738.702460850112,1.7048098434004475,5.303561814495984,1.2029012067215519,2373,13121,40,0,0,19915000,8940,43
