algo_tag,algo,FND,HND,LND,func_life_pdr90,drop_p,total_p,pdr,drop_rate,timely_transfer_rate,energy_rate,energy_per_delivered,throughput_bits_per_round,avg_ch_per_round,avg_cluster_size,avg_hops_to_bs,malicious_delay,malicious_drop,blacklisted_malicious,blacklisted_normal,false_blacklist_events,control_overhead_bits,rounds_run,seed
SHEER-2025,SHEER-2025,1387,1402,7217,300,30738,97119,0.6835016835016835,0.3164983164983165,0.850183034301984,0.7735262181763172,0.0007528061365463437,36791.464597478174,2.0514064015518914,4.051128288366755,1.0,2485,18886,26,0,0,19423800,7217,44
ACTAR-2024,ACTAR-2024,828,1011,4745,300,29038,95257,0.6951615104401776,0.3048384895598224,0.8658240082151648,0.7887866561552667,0.0007546136354447251,55822.12855637513,2.286617492096944,5.914288648946186,1.6225101556954953,1612,21121,27,0,0,19051400,4745,44
TFSM-DPC-2024,TFSM-DPC-2024,701,1233,5536,300,27097,88419,0.6935387190535971,0.3064612809464029,0.8712370764162943,0.7890690378734768,0.0008086385462540295,44307.80346820809,2.303287572254335,4.821962112713027,1.7499755389582858,1842,19381,24,0,0,17685600,5536,44
DST-WOA-2024,DST-WOA-2024,781,1550,6348,300,29253,97378,0.6995933373041139,0.3004066626958861,0.8835522935779817,0.8037100916524228,0.0007336447847173428,42926.90611216131,1.8697227473219913,5.853124343625288,1.4008660550458716,1738,18748,26,0,0,19482000,6348,44
TRAIL (ours),TRAIL (ours),865,1045,7864,971,29256,100272,0.7082336045955002,0.2917663954044998,0.9041483609327475,0.83265085501331,0.0007036906104802764,36122.07527975585,1.7839521871820956,6.046156432368923,1.2050101385603245,2096,13531,40,0,0,20054400,7864,44
SHEER-2025,SHEER-2025,1356,1373,10128,300,30433,97574,0.6881033881976756,0.3118966118023244,0.8566449710311136,0.7818864778807705,0.0007443407926926366,26516.98262243286,1.6893759873617693,3.5859747611524866,1.0,3248,18232,31,0,0,19516200,10128,45
ACTAR-2024,ACTAR-2024,856,1006,7006,300,30471,96137,0.6830460696714065,0.31695393032859354,0.8635062284896293,0.7766358218752655,0.0007610570449097777,37491.29317727662,1.8678275763631174,4.504367169925266,1.627554594462888,2368,23646,27,0,0,19230800,7006,45
TFSM-DPC-2024,TFSM-DPC-2024,693,1257,8807,300,28689,90834,0.6841601162560275,0.31583988374397254,0.8683723549762652,0.7834498775724957,0.0008010325229949161,28225.275349154083,1.7521289883047575,3.939363531262022,1.752610829511626,2782,20497,32,0,0,18169600,8807,45
DST-WOA-2024,DST-WOA-2024,805,1514,9700,300,29471,97056,0.696350560501154,0.30364943949884604,0.8788784493600651,0.7981228904980878,0.0007394951891791617,27870.103092783505,1.5652577319587628,4.271123711340204,1.4084782126211437,2741,21720,28,0,0,19414000,9700,45
TRAIL (ours),TRAIL (ours),872,972,8624,950,29056,99755,0.7087263796300938,0.2912736203699062,0.9047511280216127,0.831293021366931,0.0007068017019989923,32791.7439703154,1.6901669758812616,5.575042046994565,1.189069152321815,2360,13691,40,0,0,19957400,8624,45
SHEER-2025,SHEER-2025,1341,1356,8807,300,30961,95947,0.6773114323532784,0.3226885676467216,0.8546456159788262,0.7676890392814693,0.0007688874635470301,29515.612580901554,1.8389917111388667,3.4804749468766745,1.0,2881,19190,27,0,0,19189400,8807,46
ACTAR-2024,ACTAR-2024,868,1040,8382,300,28700,93590,0.6933433059087509,0.30665669409124907,0.8647403297888735,0.7838724761336415,0.0007700823657999754,30966.3564781675,1.7097351467430209,3.7067655842262135,1.6149483741716752,2812,20375,28,0,0,18718800,8382,46
TFSM-DPC-2024,TFSM-DPC-2024,670,1215,8720,300,26973,87232,0.6907900770359501,0.3092099229640499,0.8691149869729003,0.7825477594512568,0.0008293103097357046,27641.743119266055,1.8127293577981651,3.32912891582768,1.7898405217477886,2853,19659,24,0,0,17451600,8720,46
DST-WOA-2024,DST-WOA-2024,805,1514,6706,300,30212,96891,0.6881856932016389,0.3118143067983611,0.8813569489644416,0.789804433826765,0.0007494153544216904,39772.74082910826,1.8001789442290486,5.701928621135304,1.4333748256572534,1851,20277,27,0,0,19378200,6706,46
TRAIL (ours),TRAIL (ours),864,980,9535,930,29082,98744,0.7054808393421372,0.29451916065786277,0.9041227642043008,0.8304885136502274,0.0007172623113931823,29223.702149973782,1.6206607236497117,5.102211992931479,1.2661565846516034,2584,13489,40,0,0,19750800,9535,46
