round,alive,chs,cum_delivered,cum_drop,cum_malicious_delay,cum_malicious_drop,cum_timely_rate
1,100,5,75,10,0,0,1.0
2,100,5,140,16,0,0,1.0
3,100,5,200,59,1,39,0.9
4,100,5,254,63,1,39,0.9212598425196851
5,100,5,320,86,1,52,0.9375
6,100,5,385,90,1,52,0.948051948051948
7,100,5,440,92,1,52,0.9545454545454546
8,100,5,502,98,1,52,0.9601593625498008
9,100,5,542,133,1,75,0.9630996309963099
10,100,5,590,149,2,89,0.9474576271186441
11,100,5,647,167,2,101,0.9520865533230294
12,100,5,684,202,2,126,0.9546783625730995
13,100,5,759,208,2,126,0.9591567852437418
14,100,5,807,210,2,126,0.9615861214374225
15,100,5,849,238,3,146,0.9587750294464076
16,100,5,898,246,4,146,0.9432071269487751
17,100,5,932,296,4,186,0.9452789699570815
18,100,5,999,304,4,186,0.948948948948949
19,100,5,1054,312,4,186,0.9516129032258065
20,100,5,1120,322,4,186,0.9544642857142858
21,100,5,1152,354,4,214,0.9557291666666666
22,100,5,1219,360,4,214,0.9581624282198523
23,100,5,1263,389,4,239,0.9596199524940617
24,100,5,1313,407,5,255,0.9474485910129474
25,100,5,1379,413,5,255,0.9499637418419145
26,100,5,1439,426,5,262,0.9520500347463516
27,100,5,1483,465,5,297,0.9534726904922455
28,100,5,1539,467,5,297,0.9551656920077972
29,100,5,1597,473,5,297,0.9567939887288667
30,100,5,1640,479,5,297,0.9579268292682926
31,100,5,1678,489,5,305,0.9588796185935637
32,100,5,1746,495,5,305,0.9604810996563574
33,100,5,1806,505,5,305,0.9617940199335548
34,100,5,1852,553,5,341,0.962742980561555
35,100,5,1917,561,5,341,0.9640062597809077
36,100,5,1974,569,5,341,0.9650455927051672
37,100,5,2029,575,5,341,0.9659931000492854
38,100,5,2079,595,5,357,0.9668109668109668
39,100,5,2128,605,5,357,0.9675751879699248
40,100,5,2205,615,6,357,0.9591836734693877
41,100,5,2276,631,6,357,0.960456942003515
42,100,5,2330,655,6,377,0.9613733905579399
43,100,5,2395,659,6,377,0.9624217118997912
44,100,5,2473,665,6,377,0.9636069551152446
45,100,5,2534,673,6,377,0.9644830307813733
46,100,5,2598,679,6,377,0.9653579676674365
47,100,5,2662,687,6,377,0.966190833959429
48,100,5,2709,716,6,398,0.9667774086378738
49,100,5,2770,726,8,398,0.9588447653429603
50,100,5,2842,726,8,398,0.9598874032371569
51,100,5,2881,730,9,398,0.9562651856994099
52,100,5,2949,732,9,398,0.9572736520854527
53,100,5,3019,740,9,398,0.9582643259357403
54,100,5,3087,752,9,398,0.9591836734693877
55,100,5,3145,764,9,398,0.9599364069952305
56,100,5,3203,810,10,440,0.9547299406806119
57,100,5,3256,831,11,459,0.9474815724815725
58,100,5,3326,839,11,459,0.9485868911605532
59,100,5,3378,859,11,471,0.9493783303730018
60,100,5,3407,867,11,471,0.9498092163193426
61,100,5,3467,881,11,471,0.9506778194404384
62,100,5,3530,885,11,471,0.9515580736543909
63,100,5,3588,893,11,471,0.9523411371237458
64,100,5,3653,897,12,471,0.9496304407336436
65,100,5,3723,907,12,471,0.9505774912704807
66,100,5,3773,913,12,471,0.9512324410283594
67,100,5,3846,915,12,471,0.9521580863234529
68,100,5,3915,929,12,471,0.9530012771392081
69,100,5,3950,950,12,488,0.9534177215189873
70,100,5,4011,958,12,488,0.9541261530790327
71,100,5,4041,983,12,509,0.9544667161593665
72,100,5,4100,989,12,509,0.9551219512195122
73,100,5,4149,1021,12,531,0.9556519643287539
74,100,5,4207,1029,12,531,0.9562633705728548
75,100,5,4271,1053,14,547,0.9470849918051979
76,100,5,4338,1065,14,547,0.9479022591055786
77,100,5,4387,1084,14,558,0.9484841577387737
78,100,5,4444,1092,14,558,0.9491449144914491
79,100,5,4515,1102,14,558,0.9499446290143965
80,100,5,4574,1112,14,558,0.9505902929602099
81,100,5,4625,1116,14,558,0.9511351351351351
82,100,5,4669,1142,15,576,0.9490254872563718
83,100,5,4730,1156,15,576,0.9496828752642706
84,100,5,4798,1164,15,576,0.9503959983326385
85,100,5,4854,1166,16,576,0.9468479604449939
86,100,5,4922,1168,16,576,0.9475822836245429
87,100,5,4991,1178,16,576,0.9483069525145261
88,100,5,5056,1190,17,576,0.9471914556962026
89,100,5,5121,1196,17,576,0.9478617457527827
90,100,5,5178,1208,17,576,0.9484356894553881
91,100,5,5231,1210,18,576,0.9453259415025808
92,100,5,5289,1214,19,576,0.9440347891851012
93,100,5,5359,1222,19,576,0.9447658145176339
94,100,5,5398,1224,19,576,0.9451648758799556
95,100,5,5457,1240,19,586,0.9457577423492761
96,100,5,5485,1283,19,625,0.9460346399270738
97,100,5,5556,1287,19,625,0.9467242620590353
98,100,5,5620,1295,19,625,0.9473309608540925
99,100,5,5686,1313,19,625,0.94794231445656
100,100,5,5752,1313,19,625,0.9485396383866481
101,100,5,5819,1317,19,625,0.9491321532909435
102,100,5,5878,1327,19,625,0.9496427356243621
103,100,5,5932,1344,19,636,0.9501011463250169
104,100,5,6001,1348,19,636,0.9506748875187468
105,100,5,6065,1354,19,636,0.9511953833470733
106,100,5,6103,1383,19,657,0.9514992626577093
107,100,5,6171,1391,19,657,0.9520337060444012
108,100,5,6199,1451,19,713,0.952250362961768
109,100,5,6250,1473,19,725,0.95264
110,100,5,6299,1499,20,743,0.9506270836640737
111,100,5,6360,1505,20,743,0.9511006289308176
112,100,5,6428,1515,20,743,0.9516179215930305
113,100,5,6488,1523,20,743,0.9520653514180024
114,100,5,6545,1533,20,743,0.9524828113063407
115,100,5,6610,1547,20,743,0.9529500756429652
116,100,5,6651,1580,20,764,0.9532401142685311
117,100,5,6706,1588,20,764,0.9536236206382345
118,100,5,6740,1603,20,775,0.9538575667655786
119,100,5,6826,1613,22,775,0.9494579548784061
120,100,5,6892,1619,22,775,0.9499419616947186
121,100,5,6959,1627,24,775,0.9469751401063371
