algo_tag,algo,FND,HND,LND,drop_p,total_p,pdr,timely_transfer_rate,energy_rate,energy_per_delivered,throughput_bits_per_round,avg_ch_per_round,avg_cluster_size,avg_hops_to_bs,malicious_delay,malicious_drop,blacklisted_malicious,blacklisted_normal,control_overhead_bits,rounds_run,seed
SHEER-2025,SHEER-2025,1206,2804,7521,62394,71799,0.5350428114730277,0.8481315895764565,0.7661841158012384,0.001392306978694455,38185.87953729557,1.2294907592075521,11.365015100575533,1.0137884928759453,1493,21383,50,0,22840600,7521,42
ACTAR-2024,ACTAR-2024,1485,2596,7662,63875,70433,0.524414033415731,0.8508937571876819,0.754795185800221,0.0014191184378309855,36770.033933698774,1.2836074132080397,10.614405917322909,1.0,1545,22394,50,0,22799600,7662,42
TFSM-DPC-2024,TFSM-DPC-2024,133,3222,8327,62499,70745,0.5309432319654168,0.8706763728885434,0.7822121283044838,0.0014128035438884434,33983.42740482767,1.5276810375885672,8.499470740620014,1.0,1533,18911,50,0,22368600,8327,42
DST-WOA-2024,DST-WOA-2024,1192,2914,7957,62101,71629,0.5356240185448291,0.8431920032389116,0.7644268334407137,0.0013952677739364006,36008.04323237401,1.1550835742113863,11.363175281423365,1.0,1609,21585,50,0,22792600,7957,42
TRAIL (ours),TRAIL (ours),1433,2119,8356,60709,71754,0.541690887266633,0.851980377400563,0.7664042398855361,0.0013928821057944552,34348.492101483964,1.2254667304930589,9.68946950010258,1.0353151043844246,1962,20855,50,0,22586800,8356,42
