algo_tag,algo,FND,HND,LND,drop_p,total_p,pdr,timely_transfer_rate,energy_rate,energy_per_delivered,throughput_bits_per_round,avg_ch_per_round,avg_cluster_size,avg_hops_to_bs,malicious_delay,malicious_drop,blacklisted_malicious,blacklisted_normal,control_overhead_bits,rounds_run,seed
SHEER-2025,SHEER-2025,622,3197,8014,49211,76644,0.6089865321202972,0.8931814623453891,0.8255319379152424,0.0013041161029774446,38255.05365610182,1.2750187172448215,9.59099735185647,1.0140780752570324,1530,15729,40,0,21897600,8014,42
ACTAR-2024,ACTAR-2024,1468,2561,7442,49718,74938,0.6011583878834552,0.8950332274680403,0.8187908902459398,0.0013334756776652676,40278.419779629134,1.362805697393174,9.163729881453607,1.0,1491,15916,40,0,21660600,7442,42
TFSM-DPC-2024,TFSM-DPC-2024,185,2916,8990,50751,72538,0.5883574365920723,0.9052220904905015,0.8243025381146176,0.0013778198694335666,32274.972191323694,1.5808676307007787,6.788956777371669,1.0,1530,14605,40,0,21121600,8990,42
DST-WOA-2024,DST-WOA-2024,1304,3091,7997,48740,76641,0.6112648646924175,0.896178285773933,0.8260927805080548,0.0013041203734528582,38334.875578341875,1.2300862823558834,9.493391569457595,1.0,1520,15471,40,0,21859200,7997,42
TRAIL (ours),TRAIL (ours),1442,2525,8861,48571,74700,0.6059819422248541,0.8941097724230255,0.8173576394045504,0.0013375619977000369,33720.799006884095,1.2828123236655005,7.780599532819939,1.0352744310575637,1924,15747,40,0,21428000,8861,42
